1;1;24.54;27.54;24.54;27.54;35.09;28.90
2;1;33.54;36.54;30.54;33.54;38.00;34.90
3;1;39.54;42.54;33.54;36.54;44.00;37.90
4;1;42.54;45.54;39.54;42.54;47.09;44.00
5;1;48.54;51.54;42.54;45.54;68.00;40.90
6;1;66.54;69.54;36.54;39.54;65.18;4.90
7;1;60.54;63.54;3.54;6.54;26.18;7.90
8;1;24.54;27.54;9.54;12.54;23.18;25.90
