1;1;12.54;15.54;18.54;21.54;29.09;23.00
2;1;27.54;30.54;24.54;27.54;32.27;41.18
3;1;33.54;36.54;39.54;42.54;59.09;38.00
4;1;57.54;60.54;33.54;36.54;62.00;26.09
5;1;63.54;66.54;24.54;27.54;68.09;22.90
6;1;66.54;69.54;18.54;21.54;65.00;7.90
7;1;60.54;63.54;6.54;9.54;11.27;20.00
